N,radius,distance,ratio,density,,id,circlecount,size (radius),time (ns),overlap (square units),nancount,Time,,Difference,Increase
1287,0.02601512889,0.0534199856,38.43917145,0.8710247807,,Packomania Equal (1287),1287,38.73328886,413809825,3.41E-19,0,0s:413ms,,0.2941174078,0.77%
1288,0.02600166938,0.05339160975,38.45906912,0.8707998122,,Packomania Equal (1288),1288,38.78287576,414598212,3.28E-19,0,0s:414ms,,0.3238066373,0.84%
1289,0.02599568569,0.05337899496,38.46792163,0.8710748445,,Packomania Equal (1289),1289,38.78287576,408047067,3.28E-19,0,0s:408ms,,0.3149541224,0.82%
1290,0.02598376442,0.05335386304,38.4855706,0.8709512571,,Packomania Equal (1290),1290,38.80895683,409448408,3.41E-19,0,0s:409ms,,0.3233862255,0.84%
1291,0.02596946206,0.05332371225,38.50676605,0.8706671311,,Packomania Equal (1291),1291,38.80895683,423512966,3.41E-19,0,0s:423ms,,0.3021907813,0.78%
1292,0.02596346001,0.05331105959,38.51566777,0.8709388227,,Packomania Equal (1292),1292,38.80895683,424691810,3.28E-19,0,0s:424ms,,0.2932890624,0.76%
1293,0.02595604047,0.05329541899,38.52667749,0.8711148357,,Packomania Equal (1293),1293,38.83177841,415230029,3.28E-19,0,0s:415ms,,0.3051009241,0.79%
1294,0.02595078792,0.05328434662,38.53447545,0.8714357516,,Packomania Equal (1294),1294,38.84530698,403291241,3.42E-19,0,0s:403ms,,0.3108315352,0.81%
1295,0.02592842421,0.05323720526,38.5677121,0.8706067207,,Packomania Equal (1295),1295,38.84530698,407751379,3.42E-19,0,0s:407ms,,0.2775948856,0.72%
1296,0.02592637819,0.05323289247,38.57075573,0.8711415032,,Packomania Equal (1296),1296,38.84530698,407351809,3.31E-19,0,0s:407ms,,0.2745512492,0.71%
1297,0.02591723753,0.05321362523,38.58435911,0.8711990522,,Packomania Equal (1297),1297,38.85336512,410845570,3.31E-19,0,0s:410ms,,0.2690060121,0.70%
1298,0.02590721379,0.05319249696,38.59928776,0.8711964765,,Packomania Equal (1298),1298,38.85336512,424881299,3.31E-19,0,0s:424ms,,0.2540773559,0.66%
1299,0.02589416836,0.05316500019,38.618734,0.8709898336,,Packomania Equal (1299),1299,38.85336512,416729194,3.43E-19,0,0s:416ms,,0.2346311189,0.61%
1300,0.02590353696,0.05318474698,38.60476666,0.8722911951,,Packomania Equal (1300),1300,38.89323424,412606391,3.45E-19,0,0s:412ms,,0.2884675775,0.75%
1301,0.02588195337,0.05313925445,38.63696011,0.8715080389,,Packomania Equal (1301),1301,38.89323424,412358111,3.31E-19,0,0s:412ms,,0.2562741280,0.66%
1302,0.02587613393,0.05312698893,38.64564942,0.8717857477,,Packomania Equal (1302),1302,38.90009599,410446971,3.31E-19,0,0s:410ms,,0.2544465686,0.66%
1303,0.02587376508,0.05312199621,38.64918758,0.8722955903,,Packomania Equal (1303),1303,38.91780359,415646784,3.45E-19,0,0s:415ms,,0.2686160076,0.70%
1304,0.02586804458,0.05310993945,38.65773452,0.8725790727,,Packomania Equal (1304),1304,38.91780359,422458776,3.31E-19,0,0s:422ms,,0.2600690741,0.67%
1305,0.02585924203,0.05309138708,38.67089371,0.8726540198,,Packomania Equal (1305),1305,38.92704102,422239059,3.32E-19,0,0s:422ms,,0.2561473019,0.66%
1306,0.02584699017,0.05306556549,38.6892243,0.8724953724,,Packomania Equal (1306),1306,38.92704102,426372317,3.45E-19,0,0s:426ms,,0.2378167204,0.61%
1307,0.02583866151,0.05304801267,38.70169511,0.8726008125,,Packomania Equal (1307),1307,38.94021988,416134676,3.45E-19,0,0s:416ms,,0.2385247665,0.62%
1308,0.02582935989,0.05302840965,38.71563231,0.8726398283,,Packomania Equal (1308),1308,38.94021988,416908105,3.33E-19,0,0s:416ms,,0.2245875728,0.58%
1309,0.02581467405,0.05299746027,38.73765742,0.8723141921,,Packomania Equal (1309),1309,38.97587719,418355416,3.34E-19,0,0s:418ms,,0.2382197671,0.61%
1310,0.02579926233,0.05296498213,38.76079816,0.8719385373,,Packomania Equal (1310),1310,38.99769312,417430139,3.46E-19,0,0s:417ms,,0.2368949616,0.61%
1311,0.02579559765,0.05295725946,38.76630476,0.8723562571,,Packomania Equal (1311),1311,39.01764413,430819075,3.34E-19,0,0s:430ms,,0.2513393748,0.65%
1312,0.02578723709,0.05293964127,38.7788733,0.8724558552,,Packomania Equal (1312),1312,39.01764413,416444726,3.46E-19,0,0s:416ms,,0.2387708364,0.62%
1313,0.02577193476,0.05290739545,38.80189863,0.8720849114,,Packomania Equal (1313),1313,39.03333925,415270295,3.50E-19,0,0s:415ms,,0.2314406112,0.60%
1314,0.02575398095,0.05286956363,38.8289485,0.8715335406,,Packomania Equal (1314),1314,39.05036447,418924828,3.34E-19,0,0s:418ms,,0.2214159723,0.57%
1315,0.02574814666,0.05285727006,38.83774678,0.871801679,,Packomania Equal (1315),1315,39.05036447,416333866,3.35E-19,0,0s:416ms,,0.2126176920,0.55%
1316,0.02573386648,0.05282718058,38.85929853,0.8714971596,,Packomania Equal (1316),1316,39.0523056,416630044,3.59E-19,0,0s:416ms,,0.1930070695,0.50%
1317,0.02572829444,0.05281544006,38.8677144,0.8717817422,,Packomania Equal (1317),1317,39.08605357,416825801,3.59E-19,0,0s:416ms,,0.2183391781,0.56%
1318,0.02572009318,0.05279815995,38.88010798,0.8718875686,,Packomania Equal (1318),1318,39.08605357,433709090,3.37E-19,0,0s:433ms,,0.2059455975,0.53%
1319,0.0257137799,0.05278485802,38.88965387,0.8721207909,,Packomania Equal (1319),1319,39.08605357,425328058,3.63E-19,0,0s:425ms,,0.1963997045,0.51%
1320,0.02570397804,0.05276420608,38.9044839,0.8721167232,,Packomania Equal (1320),1320,39.11676723,435275213,3.64E-19,0,0s:435ms,,0.2122833261,0.55%
1321,0.02569746849,0.05275049107,38.91433899,0.8723354107,,Packomania Equal (1321),1321,39.11676723,423711085,3.64E-19,0,0s:423ms,,0.2024282409,0.52%
1322,0.02567989469,0.05271346562,38.94096966,0.8718021424,,Packomania Equal (1322),1322,39.15113001,413424129,3.39E-19,0,0s:413ms,,0.2101603491,0.54%
1323,0.0256801336,0.05271396897,38.94060738,0.8724778333,,Packomania Equal (1323),1323,39.15113001,429230196,3.40E-19,0,0s:429ms,,0.2105226308,0.54%
1324,0.0256668286,0.05268593814,38.96079316,0.8722327834,,Packomania Equal (1324),1324,39.15113001,434881893,3.69E-19,0,0s:434ms,,0.1903368506,0.49%
1325,0.0256474017,0.05264501115,38.99030442,0.8715707086,,Packomania Equal (1325),1325,39.15790684,424585328,3.73E-19,0,0s:424ms,,0.1676024131,0.43%
1326,0.02563925599,0.05262785092,39.00269183,0.8716745396,,Packomania Equal (1326),1326,39.15790684,435974197,3.42E-19,0,0s:435ms,,0.1552150087,0.40%
1327,0.02562707852,0.05260219768,39.02122512,0.8715034725,,Packomania Equal (1327),1327,39.20030137,433622034,3.75E-19,0,0s:433ms,,0.1790762532,0.46%
1328,0.02561922877,0.05258566164,39.03318125,0.8716260043,,Packomania Equal (1328),1328,39.20030137,422925275,3.42E-19,0,0s:422ms,,0.1671201264,0.43%
1329,0.02561179716,0.05257000667,39.04450725,0.8717763605,,Packomania Equal (1329),1329,39.24409072,431299493,3.42E-19,0,0s:431ms,,0.1995834721,0.51%
1330,0.02560569863,0.05255716006,39.05380652,0.8720168971,,Packomania Equal (1330),1330,39.24409072,425218634,3.76E-19,0,0s:425ms,,0.1902842079,0.49%
1331,0.02559472611,0.05253404675,39.07054898,0.8719247959,,Packomania Equal (1331),1331,39.28219892,446375818,3.47E-19,0,0s:446ms,,0.2116499338,0.54%
1332,0.02558593083,0.05251552013,39.08397965,0.8719802888,,Packomania Equal (1332),1332,39.28219892,446984463,3.47E-19,0,0s:446ms,,0.1982192625,0.51%
1333,0.02557218211,0.0524865601,39.1049929,0.8716973519,,Packomania Equal (1333),1333,39.323136,426909976,3.76E-19,0,0s:426ms,,0.2181431014,0.56%
1334,0.02555585683,0.0524521739,39.12997348,0.8712378254,,Packomania Equal (1334),1334,39.34240365,439446962,3.47E-19,0,0s:439ms,,0.2124301666,0.54%
1335,0.02554859424,0.05243687697,39.14109679,0.8713954411,,Packomania Equal (1335),1335,39.34240365,441295895,3.77E-19,0,0s:441ms,,0.2013068562,0.51%
1336,0.0255294481,0.05239655123,39.17045116,0.8707416342,,Packomania Equal (1336),1336,39.34240365,440014677,3.47E-19,0,0s:440ms,,0.1719524863,0.44%
1337,0.02553112542,0.05240008396,39.16787777,0.8715078945,,Packomania Equal (1337),1337,39.34240365,423428253,3.47E-19,0,0s:423ms,,0.1745258757,0.45%
1338,0.02552378365,0.05238462104,39.17914419,0.8716582057,,Packomania Equal (1338),1338,39.34240365,436221354,3.77E-19,0,0s:436ms,,0.1632594597,0.42%
1339,0.02552256953,0.05238206394,39.18100796,0.872226683,,Packomania Equal (1339),1339,39.43977836,436902089,3.77E-19,0,0s:436ms,,0.2587704033,0.66%
1340,0.02549681137,0.05232781518,39.22059058,0.8711171029,,Packomania Equal (1340),1340,39.43977836,441882617,3.48E-19,0,0s:441ms,,0.2191877799,0.56%
1341,0.02549387351,0.05232162799,39.22511028,0.8715663036,,Packomania Equal (1341),1341,39.44166322,434118469,3.77E-19,0,0s:434ms,,0.2165529337,0.55%
1342,0.02549226802,0.05231824681,39.22758066,0.872106388,,Packomania Equal (1342),1342,39.44166322,432756429,3.77E-19,0,0s:432ms,,0.2140825549,0.55%
1343,0.02548594071,0.05230492155,39.23731956,0.8723230524,,Packomania Equal (1343),1343,39.45527978,453432189,3.78E-19,0,0s:453ms,,0.2179602107,0.56%
1344,0.02546954562,0.05227039444,39.26257715,0.8718497816,,Packomania Equal (1344),1344,39.45527978,437217889,3.53E-19,0,0s:437ms,,0.1927026230,0.49%
1345,0.02551298986,0.05236188803,39.19571973,0.8754775162,,Packomania Equal (1345),1345,39.48801305,449039096,3.78E-19,0,0s:449ms,,0.2922933145,0.75%
1346,0.0254385378,0.05220509693,39.31043552,0.8710224505,,Packomania Equal (1346),1346,39.49269842,434843666,3.78E-19,0,0s:434ms,,0.1822628975,0.46%
1347,0.02543247117,0.05219232207,39.31981259,0.8712538645,,Packomania Equal (1347),1347,39.49269842,437184711,3.55E-19,0,0s:437ms,,0.1728858346,0.44%
1348,0.02542080541,0.05216775723,39.33785668,0.871100985,,Packomania Equal (1348),1348,39.50474386,446443796,3.55E-19,0,0s:446ms,,0.1668871814,0.42%
1349,0.0254162341,0.05215813148,39.34493191,0.8714337055,,Packomania Equal (1349),1349,39.51082099,440798246,3.78E-19,0,0s:440ms,,0.1658890840,0.42%
1350,0.02540473986,0.05213392862,39.36273331,0.87129109,,Packomania Equal (1350),1350,39.51082099,428539232,3.78E-19,0,0s:428ms,,0.1480876784,0.38%
1351,0.02539034536,0.05210361961,39.38504915,0.8709486802,,Packomania Equal (1351),1351,39.54051151,435482944,3.55E-19,0,0s:435ms,,0.1554623604,0.39%
1352,0.02539112505,0.05210526131,39.38383975,0.8716468807,,Packomania Equal (1352),1352,39.54051151,444989340,3.55E-19,0,0s:444ms,,0.1566717662,0.40%
1353,0.02539062965,0.0521042182,39.38460818,0.872257552,,Packomania Equal (1353),1353,39.60349725,444970070,3.79E-19,0,0s:444ms,,0.2188890755,0.56%
1354,0.02535583194,0.05203095196,39.43865862,0.8705112612,,Packomania Equal (1354),1354,39.60349725,445998501,3.80E-19,0,0s:445ms,,0.1648386340,0.42%
1355,0.02538422569,0.05209073434,39.39454416,0.8731063284,,Packomania Equal (1355),1355,39.62981964,451366434,3.60E-19,0,0s:451ms,,0.2352754824,0.60%
1356,0.0253772486,0.0520760439,39.4053751,0.873270436,,Packomania Equal (1356),1356,39.62981964,431666902,3.60E-19,0,0s:431ms,,0.2244445405,0.57%
1357,0.0253708241,0.05206251716,39.41535349,0.8734720167,,Packomania Equal (1357),1357,39.7040078,447114115,3.80E-19,0,0s:447ms,,0.2886543152,0.73%
1358,0.02536715916,0.05205480074,39.42104804,0.8738631735,,Packomania Equal (1358),1358,39.73592721,460864166,3.80E-19,0,0s:460ms,,0.3148791731,0.80%
1359,0.02535138089,0.05202158069,39.44558303,0.8734191254,,Packomania Equal (1359),1359,39.74534116,443025774,3.60E-19,0,0s:443ms,,0.2997581234,0.76%
1360,0.02533679172,0.05199086516,39.46829619,0.8730560998,,Packomania Equal (1360),1360,39.76598138,454514396,3.60E-19,0,0s:454ms,,0.2976851883,0.75%
1361,0.02532713795,0.05197054096,39.48334004,0.8730323906,,Packomania Equal (1361),1361,39.76598138,431064113,3.60E-19,0,0s:431ms,,0.2826413340,0.72%
1362,0.02532092425,0.0519574594,39.49302916,0.8732452172,,Packomania Equal (1362),1362,39.76598138,447902658,3.89E-19,0,0s:447ms,,0.2729522134,0.69%
1363,0.02530559658,0.0519251911,39.51695021,0.8728286965,,Packomania Equal (1363),1363,39.79444785,458774762,3.89E-19,0,0s:458ms,,0.2774976420,0.70%
1364,0.02526925023,0.05184867766,39.57378993,0.8709617495,,Packomania Equal (1364),1364,39.79444785,457591779,3.61E-19,0,0s:457ms,,0.2206579221,0.56%
1365,0.02525844192,0.05182592598,39.59072389,0.8708548323,,Packomania Equal (1365),1365,39.79628399,453033714,3.61E-19,0,0s:453ms,,0.2055601002,0.52%
1366,0.02525499909,0.05181867887,39.596121,0.8712552616,,Packomania Equal (1366),1366,39.81086001,458941032,3.90E-19,0,0s:458ms,,0.2147390041,0.54%
1367,0.02527387633,0.05185841585,39.56654638,0.8731969836,,Packomania Equal (1367),1367,39.81086001,434577578,3.91E-19,0,0s:434ms,,0.2443136304,0.62%
1368,0.02526097877,0.05183126605,39.58674797,0.872944122,,Packomania Equal (1368),1368,39.81910633,446615531,3.63E-19,0,0s:446ms,,0.2323583540,0.59%
1369,0.02529210602,0.05189679119,39.53802816,0.8757364683,,Packomania Equal (1369),1369,39.81910633,447779756,3.63E-19,0,0s:447ms,,0.2810781690,0.71%
1370,0.02522592061,0.05175747108,39.64176433,0.871795487,,Packomania Equal (1370),1370,39.82379516,445449516,3.91E-19,0,0s:445ms,,0.1820308322,0.46%
1371,0.02521987018,0.05174473587,39.65127469,0.8720133786,,Packomania Equal (1371),1371,39.83382695,433286422,3.63E-19,0,0s:433ms,,0.1825522608,0.46%
1372,0.02521147852,0.05172707303,39.66447264,0.8720687866,,Packomania Equal (1372),1372,39.83382695,443195692,3.95E-19,0,0s:443ms,,0.1693543098,0.43%
1373,0.02519544427,0.05169332483,39.6897149,0.8715946957,,Packomania Equal (1373),1373,39.87562249,441286786,3.95E-19,0,0s:441ms,,0.1859075862,0.47%
1374,0.02518368019,0.05166856499,39.70825521,0.8714151855,,Packomania Equal (1374),1374,39.87562249,443798816,3.98E-19,0,0s:443ms,,0.1673672800,0.42%
1375,0.02518397999,0.05166919597,39.70778251,0.8720701659,,Packomania Equal (1375),1375,39.87562249,438390812,3.64E-19,0,0s:438ms,,0.1678399797,0.42%
1376,0.02517264821,0.05164534656,39.72565745,0.8719192119,,Packomania Equal (1376),1376,39.89084003,441511876,3.66E-19,0,0s:441ms,,0.1651825808,0.42%
1377,0.02516363922,0.05162638619,39.73987989,0.8719284331,,Packomania Equal (1377),1377,39.90178606,452540632,3.98E-19,0,0s:452ms,,0.1619061684,0.41%
1378,0.02516517529,0.05162961899,39.73745418,0.8726681731,,Packomania Equal (1378),1378,39.90178606,442579970,3.98E-19,0,0s:442ms,,0.1643318724,0.41%
1379,0.02516000894,0.051618746,39.74561385,0.8729429229,,Packomania Equal (1379),1379,39.90178606,438424751,3.98E-19,0,0s:438ms,,0.1561722015,0.39%
1380,0.02515173428,0.05160133154,39.75868975,0.8730014376,,Packomania Equal (1380),1380,39.93964285,448467905,3.69E-19,0,0s:448ms,,0.1809531036,0.46%
1381,0.02515857657,0.05161573148,39.74787672,0.8741094398,,Packomania Equal (1381),1381,39.93964285,462114437,3.99E-19,0,0s:462ms,,0.1917661383,0.48%
1382,0.02512224173,0.05153926535,39.80536493,0.872217555,,Packomania Equal (1382),1382,39.97214827,448982624,3.69E-19,0,0s:448ms,,0.1667833396,0.42%
1383,0.0251101699,0.05151386161,39.82450155,0.8720100344,,Packomania Equal (1383),1383,39.99616127,462514561,3.69E-19,0,0s:462ms,,0.1716597151,0.43%
1384,0.02509676674,0.05148565699,39.8457702,0.8717092176,,Packomania Equal (1384),1384,40.01357625,448019613,4.00E-19,0,0s:448ms,,0.1678060583,0.42%
1385,0.02508533526,0.05146160206,39.86392806,0.8715445524,,Packomania Equal (1385),1385,40.01357625,466116543,4.00E-19,0,0s:466ms,,0.1496481986,0.38%
1386,0.02507717482,0.05144443062,39.87690029,0.87160647,,Packomania Equal (1386),1386,40.02012418,457581121,3.70E-19,0,0s:457ms,,0.1432238864,0.36%
1387,0.02506594808,0.05142080746,39.89476068,0.8714545319,,Packomania Equal (1387),1387,40.02012418,456417898,4.01E-19,0,0s:456ms,,0.1253635017,0.31%
1388,0.0250576778,0.05140340557,39.90792794,0.8715074568,,Packomania Equal (1388),1388,40.03827079,464986113,3.70E-19,0,0s:464ms,,0.1303428461,0.33%
1389,0.02505495835,0.05139768353,39.91225952,0.871946053,,Packomania Equal (1389),1389,40.06186256,449714151,3.70E-19,0,0s:449ms,,0.1496030435,0.37%
1390,0.02504196148,0.05137033696,39.93297413,0.8716687705,,Packomania Equal (1390),1390,40.07367485,467304377,4.01E-19,0,0s:467ms,,0.1407007189,0.35%
1391,0.02503089451,0.05134705165,39.9506298,0.8715250407,,Packomania Equal (1391),1391,40.07367485,469182986,3.70E-19,0,0s:469ms,,0.1230450492,0.31%
1392,0.02501959709,0.05132328201,39.96866922,0.8713644919,,Packomania Equal (1392),1392,40.10652157,457973024,4.03E-19,0,0s:457ms,,0.1378523540,0.34%
1393,0.02503054033,0.05134630645,39.9511951,0.872753433,,Packomania Equal (1393),1393,40.15667289,452288711,4.03E-19,0,0s:452ms,,0.2054777893,0.51%
1394,0.02500868981,0.05130033376,39.98610113,0.8718557853,,Packomania Equal (1394),1394,40.178064,448508398,3.73E-19,0,0s:448ms,,0.1919628732,0.48%
1395,0.02499408453,0.05126960592,40.009467,0.8714624445,,Packomania Equal (1395),1395,40.22411769,467134169,3.78E-19,0,0s:467ms,,0.2146506908,0.54%
1396,0.02499175224,0.05126469914,40.01320077,0.8719244012,,Packomania Equal (1396),1396,40.23140832,479506972,4.03E-19,0,0s:479ms,,0.2182075461,0.55%
1397,0.02497667398,0.05123297733,40.03735649,0.8714964377,,Packomania Equal (1397),1397,40.24271158,471847233,4.04E-19,0,0s:471ms,,0.2053550974,0.51%
1398,0.02498088064,0.05124182725,40.03061439,0.8724140679,,Packomania Equal (1398),1398,40.24271158,479924356,4.04E-19,0,0s:479ms,,0.2120971956,0.53%
1399,0.02496985371,0.05121862909,40.0482923,0.8722675382,,Packomania Equal (1399),1399,40.24271158,484169466,4.04E-19,0,0s:484ms,,0.1944192798,0.49%
1400,0.02496002288,0.0511979477,40.06406584,0.8722038388,,Packomania Equal (1400),1400,40.26528552,453129043,3.81E-19,0,0s:453ms,,0.2012196761,0.50%
1401,0.02495529064,0.05118799252,40.07166313,0.8724959102,,Packomania Equal (1401),1401,40.29996308,465043039,3.82E-19,0,0s:465ms,,0.2282999530,0.57%
1402,0.02494567358,0.05116776144,40.08711156,0.872445856,,Packomania Equal (1402),1402,40.29996308,455137793,4.04E-19,0,0s:455ms,,0.2128515178,0.53%
1403,0.02493453362,0.05114432718,40.10502123,0.8722885463,,Packomania Equal (1403),1403,40.29996308,457131996,4.04E-19,0,0s:457ms,,0.1949418559,0.49%
1404,0.0249267454,0.05112794404,40.11755181,0.8723650611,,Packomania Equal (1404),1404,40.39911291,475826706,3.83E-19,0,0s:475ms,,0.2815610971,0.70%
1405,0.02491942256,0.05111254011,40.12934078,0.8724735573,,Packomania Equal (1405),1405,40.40192881,466749679,3.83E-19,0,0s:466ms,,0.2725880330,0.68%
1406,0.02490406611,0.05108023785,40.1540855,0.8720187876,,Packomania Equal (1406),1406,40.40192881,462221409,4.08E-19,0,0s:462ms,,0.2478433090,0.62%
1407,0.0248922404,0.05105536317,40.17316176,0.8718104503,,Packomania Equal (1407),1407,40.44414312,454546299,3.84E-19,0,0s:454ms,,0.2709813682,0.67%
1408,0.02489025051,0.05105117761,40.17637346,0.872290595,,Packomania Equal (1408),1408,40.45040083,457963221,3.84E-19,0,0s:457ms,,0.2740273712,0.68%
1409,0.0248810543,0.05103183444,40.19122293,0.87226521,,Packomania Equal (1409),1409,40.45040083,458309589,4.10E-19,0,0s:458ms,,0.2591779079,0.64%
1410,0.02487370448,0.0510163752,40.20309885,0.8723686561,,Packomania Equal (1410),1410,40.45968909,461571939,3.84E-19,0,0s:461ms,,0.2565902401,0.64%
1411,0.02487444967,0.05101794258,40.20189444,0.8730396656,,Packomania Equal (1411),1411,40.462329,484611894,3.84E-19,0,0s:484ms,,0.2604345593,0.65%
1412,0.02487066592,0.05100998411,40.20801064,0.8733926329,,Packomania Equal (1412),1412,40.462329,472292890,4.12E-19,0,0s:472ms,,0.2543183623,0.63%
1413,0.02484944841,0.05096535785,40.24234194,0.8725205569,,Packomania Equal (1413),1413,40.48653652,477306486,3.84E-19,0,0s:477ms,,0.2441945780,0.61%
1414,0.02484405767,0.05095401995,40.25107385,0.8727592631,,Packomania Equal (1414),1414,40.48653652,466125604,4.13E-19,0,0s:466ms,,0.2354626736,0.58%
1415,0.02483946563,0.05094436199,40.25851502,0.8730536596,,Packomania Equal (1415),1415,40.50900854,467835972,3.85E-19,0,0s:467ms,,0.2504935194,0.62%
1416,0.02483094806,0.05092644811,40.27232458,0.8730715899,,Packomania Equal (1416),1416,40.50941268,472402446,4.13E-19,0,0s:472ms,,0.2370880962,0.59%
1417,0.02482373826,0.05091128493,40.28402127,0.8731808795,,Packomania Equal (1417),1417,40.54569963,481748698,3.85E-19,0,0s:481ms,,0.2616783643,0.65%
1418,0.02481572896,0.05089444055,40.29702298,0.8732333323,,Packomania Equal (1418),1418,40.56206026,478864192,4.15E-19,0,0s:478ms,,0.2650372817,0.66%
1419,0.02481063548,0.05088372861,40.30529572,0.8734904713,,Packomania Equal (1419),1419,40.56206026,486517359,4.15E-19,0,0s:486ms,,0.2567645461,0.64%
1420,0.02480282635,0.05086730564,40.31798578,0.8735558766,,Packomania Equal (1420),1420,40.59110412,473759113,3.85E-19,0,0s:473ms,,0.2731183362,0.68%
1421,0.0247868217,0.05083364796,40.34401878,0.8730432589,,Packomania Equal (1421),1421,40.59110412,471306332,4.16E-19,0,0s:471ms,,0.2470853388,0.61%
1422,0.02478385706,0.05082741348,40.34884471,0.8734486699,,Packomania Equal (1422),1422,40.60073629,474207021,4.16E-19,0,0s:474ms,,0.2518915778,0.62%
1423,0.02477656045,0.05081206921,40.3607273,0.8735483199,,Packomania Equal (1423),1423,40.60073629,475082744,3.96E-19,0,0s:475ms,,0.2400089839,0.59%
1424,0.02475835046,0.05077377586,40.39041298,0.8728777067,,Packomania Equal (1424),1424,40.61574992,470459300,3.96E-19,0,0s:470ms,,0.2253369330,0.56%
1425,0.02474833911,0.05075272383,40.40675197,0.8727844111,,Packomania Equal (1425),1425,40.61574992,488091737,4.16E-19,0,0s:488ms,,0.2089979426,0.52%
1426,0.02474644791,0.05074874705,40.40983997,0.8732634118,,Packomania Equal (1426),1426,40.62136484,461885794,3.98E-19,0,0s:461ms,,0.2115248723,0.52%
1427,0.02473925302,0.05073361786,40.42159232,0.8733677236,,Packomania Equal (1427),1427,40.62136484,473730168,3.98E-19,0,0s:473ms,,0.1997725242,0.49%
1428,0.02472992858,0.05071401104,40.43683331,0.8733210571,,Packomania Equal (1428),1428,40.65450794,473208052,4.16E-19,0,0s:473ms,,0.2176746256,0.54%
1429,0.02472455545,0.05070271293,40.44562104,0.8735529045,,Packomania Equal (1429),1429,40.65450794,480476544,4.16E-19,0,0s:480ms,,0.2088869012,0.52%
1430,0.02471239966,0.05067715338,40.46551585,0.8733048565,,Packomania Equal (1430),1430,40.65450794,470973110,4.01E-19,0,0s:470ms,,0.1889920934,0.47%
1431,0.02470243658,0.05065620484,40.48183656,0.8732110434,,Packomania Equal (1431),1431,40.67463872,492361984,4.18E-19,0,0s:492ms,,0.1928021678,0.48%
1432,0.02470087443,0.05065292027,40.48439674,0.8737107387,,Packomania Equal (1432),1432,40.68918499,482213494,4.02E-19,0,0s:482ms,,0.2047882501,0.51%
1433,0.02469199249,0.05063424539,40.49895934,0.8736922088,,Packomania Equal (1433),1433,40.69025967,471452722,4.18E-19,0,0s:471ms,,0.1913003299,0.47%
1434,0.02468193624,0.05061310182,40.51545999,0.8735898981,,Packomania Equal (1434),1434,40.70573623,494321393,4.04E-19,0,0s:494ms,,0.1902762418,0.47%
1435,0.0246720253,0.05059226423,40.53173535,0.8734971747,,Packomania Equal (1435),1435,40.70573623,473910937,4.19E-19,0,0s:473ms,,0.1740008839,0.43%
1436,0.02466639133,0.05058041906,40.54099308,0.8737067164,,Packomania Equal (1436),1436,40.74837888,482141856,4.19E-19,0,0s:482ms,,0.2073858014,0.51%
1437,0.02465276032,0.05055176109,40.56340901,0.8733490959,,Packomania Equal (1437),1437,40.74837888,492969136,4.19E-19,0,0s:492ms,,0.1849698750,0.46%
1438,0.02464590342,0.05053734537,40.57469442,0.8734707586,,Packomania Equal (1438),1438,40.78675512,479741081,4.19E-19,0,0s:479ms,,0.2120606993,0.52%
1439,0.02463691248,0.05051844344,40.58950166,0.8734405602,,Packomania Equal (1439),1439,40.78675512,499657755,4.06E-19,0,0s:499ms,,0.1972534657,0.49%
1440,0.02462997557,0.05050385998,40.60093349,0.873555403,,Packomania Equal (1440),1440,40.82435994,504259066,4.06E-19,0,0s:504ms,,0.2234264515,0.55%
1441,0.02462892717,0.05050165594,40.60266179,0.874087621,,Packomania Equal (1441),1441,40.82435994,484020856,4.20E-19,0,0s:484ms,,0.2216981564,0.55%
1442,0.02461883793,0.05048044576,40.61930149,0.8739777147,,Packomania Equal (1442),1442,40.83767298,481512388,4.06E-19,0,0s:481ms,,0.2183714921,0.54%
1443,0.02461246664,0.05046705192,40.62981636,0.8741311811,,Packomania Equal (1443),1443,40.87598417,477047905,4.24E-19,0,0s:477ms,,0.2461678072,0.61%
1444,0.02459815652,0.05043696951,40.653453,0.8737200752,,Packomania Equal (1444),1444,40.89839696,492398481,4.06E-19,0,0s:492ms,,0.2449439595,0.60%
1445,0.02459051345,0.05042090278,40.66608866,0.8737818931,,Packomania Equal (1445),1445,40.89839696,491946989,4.06E-19,0,0s:491ms,,0.2323083036,0.57%
1446,0.02457773813,0.05039404798,40.68722657,0.8734782962,,Packomania Equal (1446),1446,40.89839696,506994743,4.24E-19,0,0s:506ms,,0.2111703923,0.52%
1447,0.02456558249,0.05036849644,40.70735959,0.8732179692,,Packomania Equal (1447),1447,40.89839696,482615798,4.24E-19,0,0s:482ms,,0.1910373743,0.47%
1448,0.02455535202,0.05034699216,40.72431945,0.8730937732,,Packomania Equal (1448),1448,40.92025676,494864295,4.06E-19,0,0s:494ms,,0.1959373129,0.48%
1449,0.02454461352,0.05032442049,40.74213673,0.8729327384,,Packomania Equal (1449),1449,40.92025676,483178991,4.26E-19,0,0s:483ms,,0.1781200282,0.44%
1450,0.0245371159,0.05030866124,40.754586,0.8730015819,,Packomania Equal (1450),1450,40.97545617,494971642,4.27E-19,0,0s:494ms,,0.2208701666,0.54%
1451,0.02453091898,0.05029563613,40.76488129,0.8731624456,,Packomania Equal (1451),1451,40.97545617,515910543,4.27E-19,0,0s:515ms,,0.2105748812,0.52%
1452,0.02452517281,0.05028355857,40.77443237,0.8733549148,,Packomania Equal (1452),1452,40.98884142,496125993,4.07E-19,0,0s:496ms,,0.2144090449,0.53%
