N,radius,distance,ratio,density,,id,circlecount,size (radius),time (ns),overlap (square units),nancount,Time,,Difference,Increase
964,0.02999455744,0.06184410133,33.33938172,0.8672852309,,Packomania Equal (964),964,33.62525661,254271719,1.99E-19,0,0s:254ms,,0.2858748931,0.86%
965,0.02997826758,0.06180947618,33.35749797,0.8672421488,,Packomania Equal (965),965,33.6286603,262365678,1.73E-19,0,0s:262ms,,0.2711623267,0.81%
966,0.02996367037,0.06177844986,33.37374853,0.8672956099,,Packomania Equal (966),966,33.6286603,257339835,2.00E-19,0,0s:257ms,,0.2549117699,0.76%
967,0.02994181049,0.06173198848,33.398114,0.866927119,,Packomania Equal (967),967,33.64741123,265868428,1.73E-19,0,0s:265ms,,0.2492972371,0.75%
968,0.02993118029,0.06170939562,33.4099755,0.8672075356,,Packomania Equal (968),968,33.65881357,270204940,2.02E-19,0,0s:270ms,,0.2488380740,0.74%
969,0.02992072157,0.0616871677,33.42165388,0.8674968421,,Packomania Equal (969),969,33.65881357,266530919,1.73E-19,0,0s:266ms,,0.2371596948,0.71%
970,0.02990812716,0.06166040146,33.43572784,0.8676611884,,Packomania Equal (970),970,33.65881357,266802298,2.02E-19,0,0s:266ms,,0.2230857359,0.67%
971,0.02989357449,0.06162947426,33.45200489,0.8677106478,,Packomania Equal (971),971,33.65881357,271307865,1.74E-19,0,0s:271ms,,0.2068086860,0.62%
972,0.02987947688,0.06159951506,33.46778807,0.867785211,,Packomania Equal (972),972,33.73757219,258833393,2.02E-19,0,0s:258ms,,0.2697841233,0.81%
973,0.02986122001,0.06156071818,33.48824996,0.8676167643,,Packomania Equal (973),973,33.74406181,267104982,2.02E-19,0,0s:267ms,,0.2558118466,0.76%
974,0.02985462295,0.06154669941,33.49564996,0.8681247504,,Packomania Equal (974),974,33.75868597,269821558,1.80E-19,0,0s:269ms,,0.2630360155,0.79%
975,0.02984667593,0.06152981223,33.50456856,0.8685534625,,Packomania Equal (975),975,33.75868597,264102929,2.02E-19,0,0s:264ms,,0.2541174104,0.76%
976,0.0298289226,0.06149208792,33.52450954,0.8684102723,,Packomania Equal (976),976,33.75868597,265646361,2.03E-19,0,0s:265ms,,0.2341764354,0.70%
977,0.02982072463,0.06147466842,33.5337257,0.8688222784,,Packomania Equal (977),977,33.78301616,272246099,2.03E-19,0,0s:272ms,,0.2492904579,0.74%
978,0.02980140798,0.06143362447,33.55546156,0.8685851916,,Packomania Equal (978),978,33.78301616,255982969,1.81E-19,0,0s:255ms,,0.2275545983,0.68%
979,0.02978589694,0.06140066784,33.57293561,0.8685684636,,Packomania Equal (979),979,33.78301616,265421983,2.03E-19,0,0s:265ms,,0.2100805471,0.63%
980,0.02975748839,0.06134031035,33.60498665,0.867797953,,Packomania Equal (980),980,33.80753366,259288262,1.81E-19,0,0s:259ms,,0.2025470171,0.60%
981,0.02974318548,0.06130992338,33.62114662,0.8678485978,,Packomania Equal (981),981,33.80753366,268073340,2.03E-19,0,0s:268ms,,0.1863870414,0.55%
982,0.02972587753,0.06127315332,33.64072259,0.8677224949,,Packomania Equal (982),982,33.83423791,265448327,2.03E-19,0,0s:265ms,,0.1935153149,0.58%
983,0.02971434565,0.061248655,33.65377827,0.8679323176,,Packomania Equal (983),983,33.87285842,261366484,1.85E-19,0,0s:261ms,,0.2190801467,0.65%
984,0.02970087595,0.06122004073,33.66904067,0.8680277594,,Packomania Equal (984),984,33.87285842,272556877,2.03E-19,0,0s:272ms,,0.2038177546,0.61%
985,0.02969273311,0.06120274293,33.67827395,0.8684335236,,Packomania Equal (985),985,33.87285842,258675305,1.86E-19,0,0s:258ms,,0.1945844703,0.58%
986,0.0296684299,0.06115111745,33.70586186,0.8678927127,,Packomania Equal (986),986,33.87578234,264592370,2.04E-19,0,0s:264ms,,0.1699204818,0.50%
987,0.02965180796,0.06111581019,33.72475639,0.8677997292,,Packomania Equal (987),987,33.91297155,267250568,1.86E-19,0,0s:267ms,,0.1882151604,0.56%
988,0.02963614396,0.06108253884,33.7425814,0.8677614168,,Packomania Equal (988),988,33.91297155,273417398,2.06E-19,0,0s:273ms,,0.1703901520,0.50%
989,0.02961653992,0.0610409001,33.76491658,0.8674909032,,Packomania Equal (989),989,33.91297155,265290692,1.91E-19,0,0s:265ms,,0.1480549643,0.44%
990,0.02960056159,0.06100696355,33.78314283,0.8674313138,,Packomania Equal (990),990,33.96319611,269378142,1.91E-19,0,0s:269ms,,0.1800532793,0.53%
991,0.0295842968,0.06097241976,33.80171605,0.8673535415,,Packomania Equal (991),991,33.99289621,266443135,1.92E-19,0,0s:266ms,,0.1911801525,0.57%
992,0.02957369861,0.06094991154,33.81382941,0.8676068205,,Packomania Equal (992),992,34.03431577,268111345,1.92E-19,0,0s:268ms,,0.2204863614,0.65%
993,0.0295544792,0.06090909498,33.8358187,0.8673529702,,Packomania Equal (993),993,34.05360953,269850611,1.92E-19,0,0s:269ms,,0.2177908321,0.64%
994,0.02953834545,0.06087483274,33.85429972,0.8672787688,,Packomania Equal (994),994,34.05360953,278937793,1.92E-19,0,0s:278ms,,0.1993098146,0.59%
995,0.02951890465,0.06083354903,33.87659576,0.8670089029,,Packomania Equal (995),995,34.05360953,273719681,2.10E-19,0,0s:273ms,,0.1770137716,0.52%
996,0.02949597358,0.06078485566,33.90293245,0.8665324076,,Packomania Equal (996),996,34.07193058,266732929,1.92E-19,0,0s:266ms,,0.1689981297,0.50%
997,0.02947292353,0.06073591195,33.92944711,0.8660472617,,Packomania Equal (997),997,34.15321219,272652614,2.11E-19,0,0s:272ms,,0.2237650785,0.66%
998,0.02946769369,0.06072480741,33.9354688,0.8666082817,,Packomania Equal (998),998,34.19787581,270997749,2.11E-19,0,0s:270ms,,0.2624070094,0.77%
999,0.02945672631,0.0607015207,33.94810372,0.8668310262,,Packomania Equal (999),999,34.19787581,274237453,1.94E-19,0,0s:274ms,,0.2497720916,0.74%
1000,0.02944888683,0.06068487571,33.95714091,0.8672369358,,Packomania Equal (1000),1000,34.19787581,273713312,1.94E-19,0,0s:273ms,,0.2407348959,0.71%
1001,0.0294294345,0.06064357512,33.97958598,0.8669577066,,Packomania Equal (1001),1001,34.22064585,279236202,2.14E-19,0,0s:279ms,,0.2410598680,0.71%
1002,0.02942802757,0.06064058805,33.98121051,0.8677408245,,Packomania Equal (1002),1002,34.22835391,290770597,2.14E-19,0,0s:290ms,,0.2471433951,0.73%
1003,0.02942758985,0.0606396587,33.98171597,0.8685809935,,Packomania Equal (1003),1003,34.23969938,274558166,1.94E-19,0,0s:274ms,,0.2579834068,0.76%
1004,0.02938411608,0.06054736289,34.03199189,0.8668799826,,Packomania Equal (1004),1004,34.30582487,293225209,2.18E-19,0,0s:293ms,,0.2738329753,0.80%
1005,0.0293734827,0.06052478926,34.04431167,0.8671154936,,Packomania Equal (1005),1005,34.31953363,283897440,1.94E-19,0,0s:283ms,,0.2752219622,0.81%
1006,0.02936847482,0.06051415817,34.05011687,0.8676823571,,Packomania Equal (1006),1006,34.31953363,272122097,1.94E-19,0,0s:272ms,,0.2694167583,0.79%
1007,0.02936434932,0.06050540035,34.05490069,0.868300866,,Packomania Equal (1007),1007,34.31953363,275310400,2.19E-19,0,0s:275ms,,0.2646329388,0.78%
1008,0.02935223163,0.06047967675,34.06895981,0.8684459299,,Packomania Equal (1008),1008,34.31953363,276248935,2.20E-19,0,0s:276ms,,0.2505738187,0.74%
1009,0.02934481622,0.06046393551,34.07756902,0.868868303,,Packomania Equal (1009),1009,34.31953363,283831169,2.22E-19,0,0s:283ms,,0.2419646143,0.71%
1010,0.02932286117,0.06041733137,34.10308408,0.8684284892,,Packomania Equal (1010),1010,34.33163474,283456358,1.96E-19,0,0s:283ms,,0.2285506572,0.67%
1011,0.0293136743,0.06039783095,34.11377195,0.8687437076,,Packomania Equal (1011),1011,34.33163474,277822593,1.97E-19,0,0s:277ms,,0.2178627902,0.64%
1012,0.02930957513,0.06038912999,34.11854303,0.8693598084,,Packomania Equal (1012),1012,34.42168248,282301283,2.22E-19,0,0s:282ms,,0.3031394540,0.89%
1013,0.02929414392,0.06035637621,34.13651557,0.8693027773,,Packomania Equal (1013),1013,34.45807225,283906787,1.97E-19,0,0s:283ms,,0.3215566862,0.94%
1014,0.02928773773,0.06034277893,34.14398235,0.8697803832,,Packomania Equal (1014),1014,34.4703069,272604241,1.97E-19,0,0s:272ms,,0.3263245448,0.96%
1015,0.02929127544,0.06035028778,34.13985854,0.8708484991,,Packomania Equal (1015),1015,34.47238075,280742581,2.22E-19,0,0s:280ms,,0.3325222103,0.97%
1016,0.02923516613,0.06023120144,34.20538114,0.8683700575,,Packomania Equal (1016),1016,34.47453329,282313657,2.22E-19,0,0s:282ms,,0.2691521489,0.79%
1017,0.02923045217,0.06022119716,34.21089739,0.8689444628,,Packomania Equal (1017),1017,34.58077782,280709423,1.97E-19,0,0s:280ms,,0.3698804266,1.08%
1018,0.02921121999,0.06018038238,34.23342128,0.8686546902,,Packomania Equal (1018),1018,34.58077782,278031515,2.22E-19,0,0s:278ms,,0.3473565452,1.01%
1019,0.02920428075,0.06016565623,34.24155549,0.8690949247,,Packomania Equal (1019),1019,34.58077782,286292422,1.98E-19,0,0s:286ms,,0.3392223311,0.99%
1020,0.02919926415,0.06015501035,34.24743838,0.8696489677,,Packomania Equal (1020),1020,34.58077782,280869463,2.24E-19,0,0s:280ms,,0.3333394360,0.97%
1021,0.02918769039,0.06013044973,34.26101849,0.8698116169,,Packomania Equal (1021),1021,34.59081992,283113145,1.98E-19,0,0s:283ms,,0.3298014297,0.96%
1022,0.02917813481,0.06011017233,34.27223867,0.870093549,,Packomania Equal (1022),1022,34.59081992,276677128,2.24E-19,0,0s:276ms,,0.3185812496,0.93%
1023,0.02916163015,0.0600751496,34.29163578,0.8699598885,,Packomania Equal (1023),1023,34.59081992,286014331,1.99E-19,0,0s:286ms,,0.2991841317,0.87%
1024,0.02914657463,0.06004320296,34.30934896,0.8699113603,,Packomania Equal (1024),1024,34.59081992,289419916,2.24E-19,0,0s:289ms,,0.2814709580,0.82%
1025,0.02913853942,0.06002615327,34.31881007,0.8702808413,,Packomania Equal (1025),1025,34.62463259,286480932,2.25E-19,0,0s:286ms,,0.3058225201,0.89%
1026,0.02913156996,0.06001136521,34.32702052,0.8707132261,,Packomania Equal (1026),1026,34.62463259,282135646,1.99E-19,0,0s:282ms,,0.2976120692,0.87%
1027,0.02913014252,0.06000833643,34.32870263,0.8714764636,,Packomania Equal (1027),1027,34.6518119,286368801,2.25E-19,0,0s:286ms,,0.3231092767,0.94%
1028,0.02905323667,0.05984516921,34.41957298,0.867725097,,Packomania Equal (1028),1028,34.6518119,282286748,1.99E-19,0,0s:282ms,,0.2322389257,0.67%
1029,0.02904206221,0.05982146306,34.43281654,0.8679011771,,Packomania Equal (1029),1029,34.6518119,280798037,1.99E-19,0,0s:280ms,,0.2189953606,0.64%
1030,0.0290287701,0.05979326516,34.44858313,0.8679495786,,Packomania Equal (1030),1030,34.6518119,282631883,1.99E-19,0,0s:282ms,,0.2032287773,0.59%
1031,0.02901233338,0.0597583973,34.46809972,0.8678086683,,Packomania Equal (1031),1031,34.72585951,284425662,2.25E-19,0,0s:284ms,,0.2577597957,0.75%
1032,0.02900109526,0.05973455813,34.48145634,0.8679775592,,Packomania Equal (1032),1032,34.72585951,282975839,1.99E-19,0,0s:282ms,,0.2444031768,0.71%
1033,0.02898767649,0.05970609391,34.49741825,0.8680148061,,Packomania Equal (1033),1033,34.72585951,287023860,2.26E-19,0,0s:287ms,,0.2284412637,0.66%
1034,0.02897419,0.05967748684,34.51347561,0.8680468114,,Packomania Equal (1034),1034,34.72585951,282338312,2.00E-19,0,0s:282ms,,0.2123838999,0.62%
1035,0.02896737353,0.0596630283,34.52159716,0.868477535,,Packomania Equal (1035),1035,34.74244965,297661572,2.27E-19,0,0s:297ms,,0.2208524879,0.64%
1036,0.02895592081,0.05963873614,34.53525124,0.8686293826,,Packomania Equal (1036),1036,34.76126197,283236653,2.27E-19,0,0s:283ms,,0.2260107342,0.65%
1037,0.02895002909,0.05962623955,34.54227962,0.8691140392,,Packomania Equal (1037),1037,34.76126197,285792824,2.02E-19,0,0s:285ms,,0.2189823477,0.63%
1038,0.02894401427,0.05961348202,34.54945781,0.8695906888,,Packomania Equal (1038),1038,34.76126197,286227130,2.27E-19,0,0s:286ms,,0.2118041612,0.61%
1039,0.0289415832,0.05960832571,34.55235994,0.8702822322,,Packomania Equal (1039),1039,34.76126197,287900783,2.27E-19,0,0s:287ms,,0.2089020269,0.60%
1040,0.02890261208,0.05952567155,34.59894896,0.8687754242,,Packomania Equal (1040),1040,34.76126197,284027379,2.06E-19,0,0s:284ms,,0.1623130128,0.47%
1041,0.02888661801,0.05949175151,34.61810586,0.8686486045,,Packomania Equal (1041),1041,34.76126197,289161019,2.06E-19,0,0s:289ms,,0.1431561140,0.41%
1042,0.02887986088,0.05947742142,34.62620558,0.8690763118,,Packomania Equal (1042),1042,34.76126197,287094940,2.28E-19,0,0s:287ms,,0.1350563910,0.39%
1043,0.02887136328,0.05945940051,34.63639699,0.869398509,,Packomania Equal (1043),1043,34.82257765,298613720,2.29E-19,0,0s:298ms,,0.1861806654,0.54%
1044,0.02886947911,0.05945540478,34.63865753,0.8701184842,,Packomania Equal (1044),1044,34.82257765,287723741,2.08E-19,0,0s:287ms,,0.1839201181,0.53%
1045,0.02886952527,0.05945550268,34.63860214,0.8709547165,,Packomania Equal (1045),1045,34.88854014,291665813,2.29E-19,0,0s:291ms,,0.2499379963,0.72%
1046,0.02877197252,0.05924864543,34.75604599,0.8659064171,,Packomania Equal (1046),1046,34.88854014,294800908,2.08E-19,0,0s:294ms,,0.1324941520,0.38%
1047,0.02876789142,0.05923999251,34.76097659,0.8664883808,,Packomania Equal (1047),1047,34.91706572,292753252,2.29E-19,0,0s:292ms,,0.1560891329,0.45%
1048,0.02875499819,0.0592126562,34.77656279,0.8665387171,,Packomania Equal (1048),1048,34.91706572,286396390,2.11E-19,0,0s:286ms,,0.1405029306,0.40%
1049,0.02873476739,0.05916976419,34.80104733,0.8661455131,,Packomania Equal (1049),1049,34.96059505,295386161,2.31E-19,0,0s:295ms,,0.1595477251,0.46%
1050,0.02872649468,0.05915222546,34.8110694,0.8664720716,,Packomania Equal (1050),1050,34.96059505,303693195,2.11E-19,0,0s:303ms,,0.1495256556,0.43%
1051,0.02871999125,0.05913843791,34.81895212,0.86690463,,Packomania Equal (1051),1051,34.96687197,306190980,2.13E-19,0,0s:306ms,,0.1479198536,0.42%
1052,0.02871308586,0.05912379842,34.82732594,0.8673122472,,Packomania Equal (1052),1052,35.02177952,295746571,2.13E-19,0,0s:295ms,,0.1944535759,0.56%
1053,0.02870619763,0.05910919551,34.83568297,0.8677202088,,Packomania Equal (1053),1053,35.02177952,297951094,2.34E-19,0,0s:297ms,,0.1860965423,0.53%
1054,0.02868751652,0.05906959296,34.85836773,0.8674141787,,Packomania Equal (1054),1054,35.13768515,296419245,2.35E-19,0,0s:296ms,,0.2793174204,0.80%
1055,0.02867715295,0.05904762364,34.87096511,0.8676099519,,Packomania Equal (1055),1055,35.16666426,307370533,2.13E-19,0,0s:307ms,,0.2956991509,0.85%
1056,0.02866461383,0.05902104307,34.88621915,0.867673051,,Packomania Equal (1056),1056,35.16666426,297577715,2.37E-19,0,0s:297ms,,0.2804451114,0.80%
1057,0.0286547038,0.05900003616,34.89828431,0.8678942968,,Packomania Equal (1057),1057,35.17604713,293640852,2.15E-19,0,0s:293ms,,0.2777628202,0.80%
1058,0.02863106262,0.05894992422,34.92710044,0.8672825362,,Packomania Equal (1058),1058,35.17604713,296460224,2.37E-19,0,0s:296ms,,0.2489466844,0.71%
1059,0.02862274501,0.05893229405,34.93725006,0.8675979625,,Packomania Equal (1059),1059,35.17742342,309869538,2.15E-19,0,0s:309ms,,0.2401733621,0.69%
1060,0.0286165721,0.05891921001,34.94478642,0.8680426904,,Packomania Equal (1060),1060,35.17742342,298305851,2.37E-19,0,0s:298ms,,0.2326370032,0.67%
1061,0.02860964319,0.05890452379,34.95324962,0.8684408963,,Packomania Equal (1061),1061,35.20463197,298666289,2.15E-19,0,0s:298ms,,0.2513823499,0.72%
1062,0.0285963983,0.05887645104,34.9694388,0.8684547433,,Packomania Equal (1062),1062,35.22116891,300032045,2.15E-19,0,0s:300ms,,0.2517301183,0.72%
1063,0.02858257219,0.05884714722,34.98635439,0.8684321294,,Packomania Equal (1063),1063,35.22116891,301801060,2.15E-19,0,0s:301ms,,0.2348145260,0.67%
1064,0.02856980341,0.05882008508,35.00199094,0.8684726214,,Packomania Equal (1064),1064,35.23999745,300903031,2.38E-19,0,0s:300ms,,0.2380065126,0.68%
1065,0.0285550383,0.05878879282,35.02008961,0.8683905758,,Packomania Equal (1065),1065,35.26290202,306591973,2.39E-19,0,0s:306ms,,0.2428124071,0.69%
1066,0.02853968063,0.05875624575,35.03893449,0.868271253,,Packomania Equal (1066),1066,35.26290202,296080735,2.20E-19,0,0s:296ms,,0.2239675315,0.64%
1067,0.02852334365,0.05872162438,35.05900333,0.8680910691,,Packomania Equal (1067),1067,35.28022528,298213575,2.42E-19,0,0s:298ms,,0.2212219563,0.63%
1068,0.02851630136,0.05870670069,35.06766138,0.8684756455,,Packomania Equal (1068),1068,35.29709856,309548210,2.23E-19,0,0s:309ms,,0.2294371776,0.65%
1069,0.02850477776,0.05868228089,35.08183816,0.8685863974,,Packomania Equal (1069),1069,35.32821564,297888950,2.23E-19,0,0s:297ms,,0.2463774807,0.70%
1070,0.0284842109,0.05863869886,35.1071688,0.8681447894,,Packomania Equal (1070),1070,35.32821564,308629970,2.45E-19,0,0s:308ms,,0.2210468447,0.63%
1071,0.02846207838,0.05859180119,35.13446863,0.8676062888,,Packomania Equal (1071),1071,35.33113863,312598409,2.45E-19,0,0s:312ms,,0.1966699922,0.56%
1072,0.0284475415,0.05856099947,35.15242257,0.8675295261,,Packomania Equal (1072),1072,35.40485743,303895970,2.46E-19,0,0s:303ms,,0.2524348622,0.72%
1073,0.02843986646,0.05854473743,35.16190913,0.8678703024,,Packomania Equal (1073),1073,35.40485743,309714759,2.23E-19,0,0s:309ms,,0.2429483026,0.69%
1074,0.0284333224,0.05853087196,35.1700018,0.8682794058,,Packomania Equal (1074),1074,35.40485743,310395091,2.46E-19,0,0s:310ms,,0.2348556360,0.67%
1075,0.02842746628,0.05851846424,35.17724689,0.8687299022,,Packomania Equal (1075),1075,35.40485743,323005909,2.24E-19,0,0s:323ms,,0.2276105379,0.65%
1076,0.02842337386,0.05850979345,35.18231175,0.8692876832,,Packomania Equal (1076),1076,35.4187801,307557565,2.48E-19,0,0s:307ms,,0.2364683550,0.67%
1077,0.02842033003,0.05850334442,35.18607978,0.8699092265,,Packomania Equal (1077),1077,35.45695538,307299094,2.30E-19,0,0s:307ms,,0.2708755954,0.77%
1078,0.0284122371,0.05848619791,35.19610218,0.8702211237,,Packomania Equal (1078),1078,35.48674185,308132751,2.30E-19,0,0s:308ms,,0.2906396673,0.83%
1079,0.02839303363,0.05844551267,35.21990686,0.869851343,,Packomania Equal (1079),1079,35.49263542,316666707,2.49E-19,0,0s:316ms,,0.2727285574,0.77%
1080,0.02837925535,0.05841632243,35.23700632,0.8698127049,,Packomania Equal (1080),1080,35.49263542,314856665,2.30E-19,0,0s:314ms,,0.2556291042,0.73%
1081,0.02836255495,0.0583809426,35.25775452,0.8695937198,,Packomania Equal (1081),1081,35.53215574,308953377,2.49E-19,0,0s:308ms,,0.2744012256,0.78%
1082,0.02834974245,0.05835380011,35.27368905,0.8696119448,,Packomania Equal (1082),1082,35.53215574,301176657,2.32E-19,0,0s:301ms,,0.2584666932,0.73%
1083,0.02833478064,0.05832210533,35.29231487,0.8694971566,,Packomania Equal (1083),1083,35.55235432,301080148,2.49E-19,0,0s:301ms,,0.2600394536,0.74%
1084,0.0283077785,0.05826490708,35.3259794,0.8686420707,,Packomania Equal (1084),1084,35.55235432,317397914,2.32E-19,0,0s:317ms,,0.2263749268,0.64%
1085,0.02830604342,0.0582612318,35.32814478,0.8693368222,,Packomania Equal (1085),1085,35.55235432,305131313,2.50E-19,0,0s:305ms,,0.2242095480,0.63%
1086,0.02827853218,0.05820295859,35.36251435,0.868447465,,Packomania Equal (1086),1086,35.55235432,304077259,2.50E-19,0,0s:304ms,,0.1898399715,0.54%
1087,0.02826834053,0.05818137189,35.37526368,0.8686206959,,Packomania Equal (1087),1087,35.62670179,315268441,2.33E-19,0,0s:315ms,,0.2514381104,0.71%
1088,0.02825401513,0.05815103036,35.3931997,0.8685388358,,Packomania Equal (1088),1088,35.62670179,315039340,2.33E-19,0,0s:315ms,,0.2335020873,0.66%
1089,0.0282491436,0.05814071254,35.39930322,0.8690373702,,Packomania Equal (1089),1089,35.66880335,314509331,2.33E-19,0,0s:314ms,,0.2695001321,0.76%
1090,0.0282591975,0.05816200664,35.38670905,0.8704546455,,Packomania Equal (1090),1090,35.66880335,320111480,2.34E-19,0,0s:320ms,,0.2820943057,0.80%
1091,0.02825377366,0.05815051891,35.3935022,0.8709188169,,Packomania Equal (1091),1091,35.66880335,308180509,2.54E-19,0,0s:308ms,,0.2753011560,0.78%
1092,0.02824169306,0.05812493263,35.40864203,0.8709718038,,Packomania Equal (1092),1092,35.66880335,304516699,2.35E-19,0,0s:304ms,,0.2601613204,0.73%
1093,0.028208323,0.05805425931,35.45052997,0.869710469,,Packomania Equal (1093),1093,35.7260327,328963704,2.54E-19,0,0s:328ms,,0.2755027334,0.78%
1094,0.02819095806,0.05801748459,35.47236663,0.8694347472,,Packomania Equal (1094),1094,35.7260327,315695669,2.36E-19,0,0s:315ms,,0.2536660681,0.72%
1095,0.02816711915,0.05796700175,35.50238825,0.8687583286,,Packomania Equal (1095),1095,35.7260327,308188375,2.58E-19,0,0s:308ms,,0.2236444544,0.63%
